id,name,nametype,recclass,mass,year,reclat,reclong,coordinates
7658,Dokachi,Valid,H5,3840.0,1903-01-01,23.5,90.33333,"[90, 23]"
7659,Dolgovoli,Valid,L6,1600.0,1864-01-01,50.75,25.3,"[25, 50]"
7661,Domanitch,Valid,L5,438.0,1907-01-01,40.0,29.0,"[29, 40]"
7706,Dong Ujimqin Qi,Valid,Mesosiderite,128800.0,1995-01-01,45.5,119.03333,"[119, 45]"
7707,Donga Kohrod,Valid,H6,230.0,1899-01-01,21.86667,82.45,"[82, 21]"
7708,Dongtai,Valid,LL6,5500.0,1970-01-01,32.91667,120.78333,"[120, 32]"
7718,Doroninsk,Valid,H5-7,3891.0,1805-01-01,51.2,112.3,"[112, 51]"
7722,Dosso,Valid,L6,1250.0,1962-01-01,13.05,3.16667,"[3, 13]"
7723,Douar Mghila,Valid,LL6,1161.0,1932-01-01,32.33333,-6.3,"[-6, 32]"
7725,Dowa,Valid,Stone-uncl,642.0,1976-01-01,-13.66667,33.91667,"[33, -13]"
7728,Drake Creek,Valid,L6,5000.0,1827-01-01,36.4,-86.5,"[-86, 36]"
7731,Dresden (Ontario),Valid,H6,47700.0,1939-01-01,42.52,-82.26,"[-82, 42]"
7736,Dubrovnik,Valid,L3-6,1900.0,1951-01-01,42.45833,18.44167,"[18, 42]"
7743,Dunbogan,Valid,L6,30.0,1999-01-01,-31.66667,152.83333,"[152, -31]"
7745,Dundrum,Valid,H5,2270.0,1865-01-01,52.55,-8.03333,"[-8, 52]"
7750,Durala,Valid,L6,13200.0,1815-01-01,30.3,76.63333,"[76, 30]"
7752,Duruma,Valid,L6,577.0,1853-01-01,-4.0,39.5,"[39, -4]"
7754,Duwun,Valid,L6,2117.0,1943-01-01,33.43333,127.26667,"[127, 33]"
7755,Dwaleni,Valid,H4-6,3230.0,1970-01-01,-27.2,31.31667,"[31, -27]"
7757,Dyalpur,Valid,Ureilite,300.0,1872-01-01,26.25,82.0,"[82, 26]"
7758,Dyarrl Island,Valid,Mesosiderite-A1,188.0,1933-01-01,-3.0,151.0,"[151, -3]"
7760,Eagle,Valid,EL6,10000.0,1947-01-01,40.78167,-96.47167,"[-96, 40]"
7774,Ehole,Valid,H5,2400.0,1961-01-01,-17.3,15.83333,"[15, -17]"
7775,Eichstädt,Valid,H5,3000.0,1785-01-01,48.9,11.21667,"[11, 48]"
7776,Ekeby,Valid,H4,3336.0,1939-01-01,56.03333,13.0,"[13, 56]"
7777,Ekh Khera,Valid,H6,840.0,1916-01-01,28.26667,78.78333,"[78, 28]"
7807,El Idrissia,Valid,L6,10000.0,1989-01-01,34.41667,3.25,"[3, 34]"
45977,El Paso de Aguila,Valid,H5,17226.0,1977-01-01,25.37,-97.37,"[-97, 25]"
7819,El Tigre,Valid,L6,5000.0,1993-01-01,19.96722,-103.05167,"[-103, 19]"
7822,Elbert,Valid,LL6,680.5,1998-01-01,39.24667,-104.58817,"[-104, 39]"
7824,Elenovka,Valid,L5,54640.0,1951-01-01,47.83333,37.66667,"[37, 47]"
10019,Ellemeet,Valid,Diogenite,1470.0,1925-01-01,51.75,4.0,"[4, 51]"
10033,Emmaville,Valid,Eucrite-mmict,127.0,1900-01-01,-29.46667,151.61667,"[151, -29]"
10038,Enshi,Valid,H5,8000.0,1974-01-01,30.3,109.5,"[109, 30]"
10041,Épinal,Valid,H5,277.0,1822-01-01,48.18333,6.46667,"[6, 48]"
10042,Erakot,Valid,CM2,113.0,1940-01-01,19.03333,81.89167,"[81, 19]"
10043,Erevan,Valid,Howardite,107.2,1911-01-01,40.3,44.5,"[44, 40]"
10044,Ergheo,Valid,L5,20000.0,1889-01-01,1.16667,44.16667,"[44, 1]"
10049,Erxleben,Valid,H6,2250.0,1812-01-01,52.21667,11.25,"[11, 52]"
10051,Esnandes,Valid,L6,1500.0,1837-01-01,46.25,-1.1,"[-1, 46]"
10055,Essebi,Valid,C2-ung,500.0,1957-01-01,2.88333,30.83333,"[30, 2]"
10059,Estherville,Valid,Mesosiderite-A3/4,320000.0,1879-01-01,43.41667,-94.83333,"[-94, 43]"
10074,Farmington,Valid,L5,89400.0,1890-01-01,39.75,-97.03333,"[-97, 39]"
10075,Farmville,Valid,H4,56000.0,1934-01-01,35.55,-77.53333,"[-77, 35]"
10078,Favars,Valid,H5,1500.0,1844-01-01,44.38333,2.81667,"[2, 44]"
10079,Fayetteville,Valid,H4,2360.0,1934-01-01,36.05,-94.16667,"[-94, 36]"
10080,Feid Chair,Valid,H4,380.0,1875-01-01,36.88333,8.45,"[8, 36]"
10081,Felix,Valid,CO3.3,3200.0,1900-01-01,32.53333,-87.16667,"[-87, 32]"
10086,Fenghsien-Ku,Valid,H5,82.0,1924-01-01,34.6,116.75,"[116, 34]"
10088,Ferguson,Valid,OC,220.0,1889-01-01,36.1,-81.41667,"[-81, 36]"
10091,Fermo,Valid,H3-5,10200.0,1996-01-01,43.18111,13.75333,"[13, 43]"
10107,Fisher,Valid,L6,17600.0,1894-01-01,47.81667,-96.85,"[-96, 47]"
10111,Florence,Valid,H3,3640.0,1922-01-01,30.83333,-97.76667,"[-97, 30]"
10119,Forest City,Valid,H5,152000.0,1890-01-01,43.25,-93.66667,"[-93, 43]"
10120,Forest Vale,Valid,H4,26000.0,1942-01-01,-33.35,146.85833,"[146, -33]"
10123,Forksville,Valid,L6,6067.0,1924-01-01,36.78333,-78.08333,"[-78, 36]"
10163,Forsbach,Valid,H6,240.0,1900-01-01,50.95,7.31667,"[7, 50]"
10164,Forsyth,Valid,L6,16300.0,1829-01-01,33.01667,-83.96667,"[-83, 33]"
10177,Frankfort (stone),Valid,Howardite,650.0,1868-01-01,34.48333,-87.83333,"[-87, 34]"
52412,Fuhe,Valid,L5,23000.0,1945-01-01,31.47556,113.56694,"[113, 31]"
10836,Fukutomi,Valid,L5,11620.0,1882-01-01,33.18333,130.2,"[130, 33]"
10839,Futtehpur,Valid,L6,4000.0,1822-01-01,25.95,80.81667,"[80, 25]"
10840,Fuyang,Valid,Stone-uncl,2500.0,1977-01-01,32.9,115.9,"[115, 32]"
10846,Galapian,Valid,H6,132.7,1826-01-01,44.3,0.4,"[0, 44]"
10848,Galim (a),Valid,LL6,36.1,1952-01-01,7.05,12.43333,"[12, 7]"
10849,Galim (b),Valid,EH3/4-an,28.0,1952-01-01,7.05,12.43333,"[12, 7]"
10850,Galkiv,Valid,H4,5000.0,1995-01-01,51.68333,30.78333,"[30, 51]"
10851,Gambat,Valid,L6,6400.0,1897-01-01,27.35,68.53333,"[68, 27]"
10860,Garhi Yasin,Valid,"Iron, IIE",380.0,1917-01-01,27.88333,68.53333,"[68, 27]"
10861,Garland,Valid,Diogenite-pm,102.0,1950-01-01,41.68333,-112.13333,"[-112, 41]"
44882,Gashua,Valid,L6,4162.0,1984-01-01,12.85,11.03333,"[11, 12]"
10870,Geidam,Valid,H5,725.0,1950-01-01,12.91667,11.91667,"[11, 12]"
10914,Gifu,Valid,L6,14290.0,1909-01-01,35.53333,136.88333,"[136, 35]"
10917,Girgenti,Valid,L6,18000.0,1853-01-01,37.31667,13.56667,"[13, 37]"
10919,Git-Git,Valid,L6,480.0,1947-01-01,9.6,9.91667,"[9, 9]"
10923,Glanerbrug,Valid,L/LL5,670.0,1990-01-01,52.2,6.86667,"[6, 52]"
10924,Glanggang,Valid,H5-6,1303.0,1939-01-01,-7.25,107.7,"[107, -7]"
10926,Glasatovo,Valid,H4,152000.0,1918-01-01,57.35,37.61667,"[37, 57]"
10930,Glatton,Valid,L6,767.0,1991-01-01,52.45972,-0.3,"[0, 52]"
10936,Gnadenfrei,Valid,H5,1750.0,1879-01-01,50.66667,16.76667,"[16, 50]"
10948,Gopalpur,Valid,H6,1600.0,1865-01-01,24.23333,89.05,"[89, 24]"
10949,Gorlovka,Valid,H3.7,3618.0,1974-01-01,48.28333,38.08333,"[38, 48]"
10956,Granes,Valid,L6,9000.0,1964-01-01,42.9,2.25,"[2, 42]"
11196,Grefsheim,Valid,L5,45.5,1976-01-01,60.66667,11.0,"[11, 60]"
50911,Grimsby,Valid,H5,215.0,2009-01-01,43.2,-79.61667,"[-79, 43]"
11206,Grosnaja,Valid,CV3,3500.0,1861-01-01,43.66667,45.38333,"[45, 43]"
11207,Gross-Divina,Valid,H5,10500.0,1837-01-01,49.26667,18.71667,"[18, 49]"
11208,Grossliebenthal,Valid,L6,8000.0,1881-01-01,46.35,30.58333,"[30, 46]"
11426,Grüneberg,Valid,H4,1000.0,1841-01-01,51.93333,15.5,"[15, 51]"
11429,Grzempach,Valid,H5,690.0,1910-01-01,52.86667,16.63333,"[16, 52]"
11432,Gualeguaychú,Valid,H6,22000.0,1932-01-01,-33.0,-58.61667,"[-58, -33]"
11435,Guangmingshan,Valid,H5,2910.0,1996-01-01,39.80417,122.76389,"[122, 39]"
11437,Guangrao,Valid,L6,1900.0,1980-01-01,37.1,118.4,"[118, 37]"
11439,Guareña,Valid,H6,39000.0,1892-01-01,38.73333,-6.01667,"[-6, 38]"
11440,Guêa,Valid,Stone-uncl,1915.0,1891-01-01,43.76667,20.23333,"[20, 43]"
11442,Guibga,Valid,L5,288.0,1972-01-01,13.5,-0.68333,"[0, 13]"
11443,Guidder,Valid,LL5,968.0,1949-01-01,9.91667,13.98333,"[13, 9]"
11448,Gujargaon,Valid,H5,2449.0,1982-01-01,22.98333,76.05,"[76, 22]"
11449,Gujba,Valid,CBa,100000.0,1984-01-01,11.49167,11.65833,"[11, 11]"
11450,Gumoschnik,Valid,H5,5700.0,1904-01-01,42.9,24.7,"[24, 42]"
11464,Gurram Konda,Valid,L6,28.0,1814-01-01,13.78333,78.56667,"[78, 13]"
11465,Gursum,Valid,H4/5,34650.0,1981-01-01,9.36667,42.41667,"[42, 9]"
11466,Gütersloh,Valid,H3/4,1000.0,1851-01-01,51.91667,8.38333,"[8, 51]"
11467,Gyokukei,Valid,OC,1320.0,1930-01-01,35.0,127.5,"[127, 35]"
11468,Hachi-oji,Valid,H?,0.2,1817-01-01,35.65,139.33333,"[139, 35]"
11472,Hainaut,Valid,H3-6,9000.0,1934-01-01,50.31667,3.73333,"[3, 50]"
11479,Hallingeberg,Valid,L3.4,1456.0,1944-01-01,57.81667,16.23333,"[16, 57]"
11485,Hamlet,Valid,LL4,3710.0,1959-01-01,41.38333,-86.6,"[-86, 41]"
11824,Haraiya,Valid,Eucrite-mmict,1000.0,1878-01-01,26.8,82.53333,"[82, 26]"
11829,Haripura,Valid,CM2,315.0,1921-01-01,28.38333,75.78333,"[75, 28]"
11830,Harleton,Valid,L6,8360.0,1961-01-01,32.675,-94.51167,"[-94, 32]"
11842,Harrison County,Valid,L6,680.0,1859-01-01,38.25,-86.16667,"[-86, 38]"
11848,Hashima,Valid,H4,1110.6,1910-01-01,35.2945,136.70033,"[136, 35]"
11852,Hassi-Jekna,Valid,"Iron, IAB-sHL",1250.0,1890-01-01,28.95,0.81667,"[0, 28]"
11859,Haverö,Valid,Ureilite,1544.0,1971-01-01,60.24556,22.06194,"[22, 60]"
11869,Hedeskoga,Valid,H5,3500.0,1922-01-01,55.46667,13.78333,"[13, 55]"
11870,Hedjaz,Valid,L3.7-6,6100.0,1910-01-01,27.33333,35.66667,"[35, 27]"
11875,Heredia,Valid,H5,1000.0,1857-01-01,10.0,-84.1,"[-84, 10]"
11878,Hessle,Valid,H5,20000.0,1869-01-01,59.85,17.66667,"[17, 59]"
11883,Higashi-koen,Valid,H5,750.0,1897-01-01,33.6,130.43333,"[130, 33]"
11884,High Possil,Valid,L6,4500.0,1804-01-01,55.9,-4.23333,"[-4, 55]"
11889,Hiroshima,Valid,H5,414.0,2003-01-01,34.45,132.38333,"[132, 34]"
44714,Hoima,Valid,H6,167.7,2003-01-01,1.345,31.47278,"[31, 1]"
11893,Hökmark,Valid,L4,305.5,1954-01-01,64.43333,21.2,"[21, 64]"
11894,Holbrook,Valid,L/LL6,220000.0,1912-01-01,34.9,-110.18333,"[-110, 34]"
11895,Holetta,Valid,Stone-uncl,1415.0,1923-01-01,9.06667,38.41667,"[38, 9]"
11901,Homestead,Valid,L5,230000.0,1875-01-01,41.8,-91.86667,"[-91, 41]"
11904,Honolulu,Valid,L5,2420.0,1825-01-01,21.3,-157.86667,"[-157, 21]"
11913,Hotse,Valid,L6,180.0,1956-01-01,35.66667,115.5,"[115, 35]"
11915,Hoxie,Valid,OC,266.1,1963-01-01,39.35,-100.45,"[-100, 39]"
11916,Hraschina,Valid,"Iron, IID",49000.0,1751-01-01,46.1,16.33333,"[16, 46]"
54719,Huaxi,Valid,H5,1600.0,2010-01-01,26.46469,106.63241,"[106, 26]"
11986,Hungen,Valid,H6,112.0,1877-01-01,50.3,8.91667,"[8, 50]"
11989,Hvittis,Valid,EL6,14000.0,1901-01-01,61.18333,22.68333,"[22, 61]"
11992,Ibbenbüren,Valid,Diogenite,2000.0,1870-01-01,52.28333,7.7,"[7, 52]"
11993,Ibitira,Valid,Eucrite-mmict,2500.0,1957-01-01,-20.0,-45.0,"[-45, -20]"
11995,Ichkala,Valid,H6,3973.0,1936-01-01,58.2,82.93333,"[82, 58]"
12000,Idutywa,Valid,H5,3457.0,1956-01-01,-32.1,28.33333,"[28, -32]"
12003,Iguaracu,Valid,H5,1200.0,1977-01-01,-23.2,-51.83333,"[-51, -23]"
12004,Ijopega,Valid,H6,7330.0,1975-01-01,-6.03333,145.36667,"[145, -6]"
12027,Indarch,Valid,EH4,27000.0,1891-01-01,39.75,46.66667,"[46, 39]"
12028,Independence,Valid,L6,880.0,1917-01-01,39.08333,-94.4,"[-94, 39]"
12037,Inner Mongolia,Valid,L6,3000.0,1963-01-01,41.0,112.0,"[112, 41]"
12039,Innisfree,Valid,L5,4576.0,1977-01-01,53.415,-111.3375,"[-111, 53]"
12043,Ipiranga,Valid,H6,7000.0,1972-01-01,-25.5,-54.5,"[-54, -25]"
12049,Ishinga,Valid,H,1300.0,1954-01-01,-8.93333,33.8,"[33, -8]"
12053,Isthilart,Valid,H5,3050.0,1928-01-01,-31.18333,-57.95,"[-57, -31]"
12056,Itapicuru-Mirim,Valid,H5,2024.0,1879-01-01,-3.4,-44.33333,"[-44, -3]"
12058,Itqiy,Valid,EH7-an,4720.0,1990-01-01,26.59083,-12.95217,"[-12, 26]"
12063,Ivuna,Valid,CI1,704.5,1938-01-01,-8.41667,32.43333,"[32, -8]"
12065,Jackalsfontein,Valid,L6,48000.0,1903-01-01,-32.5,21.9,"[21, -32]"
12067,Jajh deh Kot Lalu,Valid,EL6,973.0,1926-01-01,26.75,68.41667,"[68, 26]"
12072,Jamkheir,Valid,H6,22.0,1866-01-01,18.75,75.33333,"[75, 18]"
12074,Jartai,Valid,L6,20500.0,1979-01-01,39.7,105.8,"[105, 39]"
12078,Jelica,Valid,LL6,34000.0,1889-01-01,43.83333,20.44167,"[20, 43]"
51589,Jesenice,Valid,L6,3667.0,2009-01-01,46.42137,14.05217,"[14, 46]"
12085,Jhung,Valid,L5,5900.0,1873-01-01,31.3,72.38333,"[72, 31]"
12086,Jiange,Valid,H5,222.0,1964-01-01,31.91667,104.91667,"[104, 31]"
12087,Jianshi,Valid,"Iron, IIIAB",600000.0,1890-01-01,30.80833,109.5,"[109, 30]"
12171,Jilin,Valid,H5,4000000.0,1976-01-01,44.05,126.16667,"[126, 44]"
47362,Jodiya,Valid,L5,100.0,2006-01-01,22.68,70.31333,"[70, 22]"
12173,Jodzie,Valid,Howardite,30.0,1877-01-01,55.7,24.4,"[24, 55]"
12198,Johnstown,Valid,Diogenite,40300.0,1924-01-01,40.35,-104.9,"[-104, 40]"
12199,Jolomba,Valid,LL6,483.0,1974-01-01,-11.85,15.83333,"[15, -11]"
12202,Jonzac,Valid,Eucrite-mmict,5000.0,1819-01-01,45.43333,-0.45,"[0, 45]"
12203,Juancheng,Valid,H5,100000.0,1997-01-01,35.5,115.41667,"[115, 35]"
12207,Judesegeri,Valid,H6,680.0,1876-01-01,12.85,76.8,"[76, 12]"
12209,Jumapalo,Valid,L6,32490.0,1984-01-01,-7.71667,111.2,"[111, -7]"
12210,Junan,Valid,L6,950.0,1976-01-01,35.2,118.8,"[118, 35]"
12213,Juromenha,Valid,"Iron, IIIAB",25250.0,1968-01-01,38.74028,-7.27,"[-7, 38]"
12214,Juvinas,Valid,Eucrite-mmict,91000.0,1821-01-01,44.71667,4.3,"[4, 44]"
12218,Kaba,Valid,CV3,3000.0,1857-01-01,47.35,21.3,"[21, 47]"
12220,Kabo,Valid,H4,13400.0,1971-01-01,11.85,8.21667,"[8, 11]"
12221,Kadonah,Valid,H6,89.0,1822-01-01,27.08333,78.33333,"[78, 27]"
12222,Kaee,Valid,H5,230.0,1838-01-01,27.25,79.96667,"[79, 27]"
12227,Kagarlyk,Valid,L6,1900.0,1908-01-01,49.86667,30.83333,"[30, 49]"
12228,Kaidun,Valid,CR2,2000.0,1980-01-01,15.0,48.3,"[48, 15]"
12229,Kainsaz,Valid,CO3.2,200000.0,1937-01-01,55.43333,53.25,"[53, 55]"
12230,Kakangari,Valid,K3,350.0,1890-01-01,12.38333,78.51667,"[78, 12]"
12231,Kakowa,Valid,L6,577.0,1858-01-01,45.13333,21.66667,"[21, 45]"
12232,Kalaba,Valid,H4,950.0,1951-01-01,-6.83333,29.5,"[29, -6]"
12236,Kalumbi,Valid,L6,4500.0,1879-01-01,17.83333,73.98333,"[73, 17]"
12238,Kamalpur,Valid,L6,2770.0,1942-01-01,26.03333,81.46667,"[81, 26]"
12240,Kamiomi,Valid,H5,448.0,1913-01-01,36.04167,139.95667,"[139, 36]"
12241,Kamsagar,Valid,L6,1293.0,1902-01-01,14.18333,75.8,"[75, 14]"
12243,Kandahar (Afghanistan),Valid,L6,299.0,1959-01-01,31.6,65.78333,"[65, 31]"
12245,Kangean,Valid,H5,1630.0,1908-01-01,-7.0,115.5,"[115, -7]"
12246,Kangra Valley,Valid,H5,400.0,1897-01-01,32.08333,76.3,"[76, 32]"
12251,Kapoeta,Valid,Howardite,11355.0,1942-01-01,4.7,33.63333,"[33, 4]"
47357,Kaprada,Valid,L5/6,1600.0,2004-01-01,20.33916,73.22329,"[73, 20]"
12253,Kaptal-Aryk,Valid,L6,3500.0,1937-01-01,42.45,73.36667,"[73, 42]"
12256,Karakol,Valid,LL6,3000.0,1840-01-01,47.21667,81.01667,"[81, 47]"
12258,Karatu,Valid,LL6,2220.0,1963-01-01,-3.5,35.58333,"[35, -3]"
12260,Karewar,Valid,L6,180.0,1949-01-01,12.9,7.15,"[7, 12]"
12262,Karkh,Valid,L6,22000.0,1905-01-01,27.8,67.16667,"[67, 27]"
12263,Karloowala,Valid,L6,2950.0,1955-01-01,31.58333,71.6,"[71, 31]"
12264,Karoonda,Valid,CK4,41730.0,1930-01-01,-35.08333,139.91667,"[139, -35]"
12266,Kasamatsu,Valid,H,710.0,1938-01-01,35.36667,136.76667,"[136, 35]"
30740,Kasauli,Valid,H4,16820.0,2003-01-01,29.58333,77.58333,"[77, 29]"
35465,Katagum,Valid,L6,1500.0,1999-01-01,11.33333,10.08333,"[10, 11]"
47351,Kavarpura,Valid,"Iron, IIE-an",6800.0,2006-01-01,25.14333,75.81333,"[75, 25]"
12268,Kayakent,Valid,"Iron, IIIAB",85000.0,1961-01-01,39.26333,31.78,"[31, 39]"
12270,Kediri,Valid,L4,3300.0,1940-01-01,-7.75,112.01667,"[112, -7]"
53654,Kemer,Valid,L4,5760.0,2008-01-01,36.54194,29.41822,"[29, 36]"
12275,Kendleton,Valid,L4,6937.0,1939-01-01,29.45,-96.0,"[-96, 29]"
12276,Kendrapara,Valid,H4-5,6669.2,2003-01-01,20.4625,86.70278,"[86, 20]"
12282,Kerilis,Valid,H5,5000.0,1874-01-01,48.4,-3.3,"[-3, 48]"
12284,Kernouve,Valid,H6,80000.0,1869-01-01,48.11667,-3.08333,"[-3, 48]"
12286,Kesen,Valid,H4,135000.0,1850-01-01,38.98333,141.61667,"[141, 38]"
12288,Khairpur,Valid,EL6,13600.0,1873-01-01,29.53333,72.3,"[72, 29]"
12289,Khanpur,Valid,LL5,3698.0,1932-01-01,25.55,83.11667,"[83, 25]"
12291,Kharkov,Valid,L6,1500.0,1787-01-01,50.625,35.075,"[35, 50]"
12294,Kheragur,Valid,L6,450.0,1860-01-01,26.95,77.88333,"[77, 26]"
12296,Khetri,Valid,H6,100.0,1867-01-01,28.01667,75.81667,"[75, 28]"
12297,Khmelevka,Valid,L5,6109.0,1929-01-01,56.75,75.33333,"[75, 56]"
12298,Khohar,Valid,L3.6,9700.0,1910-01-01,25.1,81.53333,"[81, 25]"
12299,Khor Temiki,Valid,Aubrite,3200.0,1932-01-01,16.0,36.0,"[36, 16]"
12300,Kidairat,Valid,H6,100000.0,1983-01-01,14.0,28.0,"[28, 14]"
12301,Kiel,Valid,L6,737.6,1962-01-01,54.4,10.15,"[10, 54]"
12303,Kiffa,Valid,H5,1500.0,1970-01-01,16.58333,-11.33333,"[-11, 16]"
12305,Kijima (1906),Valid,Stone-uncl,331.0,1906-01-01,36.85,138.38333,"[138, 36]"
12306,Kikino,Valid,H6,195.0,1809-01-01,55.0,34.0,"[34, 55]"
12307,Kilabo,Valid,LL6,19000.0,2002-01-01,12.76667,9.8,"[9, 12]"
12308,Kilbourn,Valid,H5,772.0,1911-01-01,43.58333,-89.6,"[-89, 43]"
12309,Killeter,Valid,H6,140.0,1844-01-01,54.66667,-7.66667,"[-7, 54]"
12316,Kingai,Valid,H6,67.4,1967-01-01,11.63333,24.68333,"[24, 11]"
12321,Kirbyville,Valid,Eucrite-mmict,97.7,1906-01-01,30.75,-95.95,"[-95, 30]"
12325,Kisvarsány,Valid,L6,1550.0,1914-01-01,48.16667,22.30833,"[22, 48]"
12326,Kitchener,Valid,L6,202.6,1998-01-01,43.38333,-80.38333,"[-80, 43]"
12332,Klein-Wenden,Valid,H6,3250.0,1843-01-01,51.6,10.8,"[10, 51]"
12335,Knyahinya,Valid,L/LL5,500000.0,1866-01-01,48.9,22.4,"[22, 48]"
12336,Kobe,Valid,CK4,136.0,1999-01-01,34.73333,135.16667,"[135, 34]"
12342,Kokubunji,Valid,L6,11510.0,1986-01-01,34.3,133.95,"[133, 34]"
12343,Komagome,Valid,Iron,238.0,1926-01-01,35.73333,139.75,"[139, 35]"
12344,Konovo,Valid,LL5,90.0,1931-01-01,42.51667,26.16667,"[26, 42]"
53810,Košice,Valid,H5,4300.0,2010-01-01,48.76367,21.17633,"[21, 48]"
12353,Krähenberg,Valid,LL5,16500.0,1869-01-01,49.32694,7.46472,"[7, 49]"
12355,Krasnoi-Ugol,Valid,L6,2440.0,1829-01-01,54.03333,40.9,"[40, 54]"
12357,Krasnyi Klyuch,Valid,H5,4000.0,1946-01-01,54.33333,56.08333,"[56, 54]"
12363,Krutikha,Valid,OC,845.2,1906-01-01,56.8,77.0,"[77, 56]"
